22.33,114.16,2,hongkong,Hong Kong,5
22.34,114.16,2,hongkong,Hong Kong,5
22.331,114.161,3,hongkong,Hong Kong,0.5
22.334,114.161,3,hongkong,Hong Kong,0.5
22.337,114.161,3,hongkong,Hong Kong,0.5
22.340,114.161,4,hongkong,Hong Kong,0.5
22.3322,114.1642,4,hongkong,Hong Kong,0.03
22.3331,114.1642,4,hongkong,Hong Kong,0.03
22.3340,114.1642,4,hongkong,Hong Kong,0.03
22.3349,114.1642,4,hongkong,Hong Kong,0.03
22.3358,114.1642,4,hongkong,Hong Kong,0.03
22.3367,114.1642,4,hongkong,Hong Kong,0.03
22.3376,114.1642,4,hongkong,Hong Kong,0.03
22.3385,114.1642,4,hongkong,Hong Kong,0.03
22.3394,114.1642,4,hongkong,Hong Kong,0.03
22.33,114.17,2,hongkong,Hong Kong,5
22.34,114.17,2,hongkong,Hong Kong,5
22.331,114.164,3,hongkong,Hong Kong,0.5
22.334,114.164,3,hongkong,Hong Kong,0.5
22.337,114.164,3,hongkong,Hong Kong,0.5
22.340,114.164,4,hongkong,Hong Kong,0.5
22.3322,114.1649,4,hongkong,Hong Kong,0.03
22.3331,114.1649,4,hongkong,Hong Kong,0.03
22.3340,114.1649,4,hongkong,Hong Kong,0.03
22.3349,114.1649,4,hongkong,Hong Kong,0.03
22.3358,114.1649,4,hongkong,Hong Kong,0.03
22.3367,114.1649,4,hongkong,Hong Kong,0.03
22.3376,114.1649,4,hongkong,Hong Kong,0.03
22.3385,114.1649,4,hongkong,Hong Kong,0.03
22.3394,114.1649,4,hongkong,Hong Kong,0.03
,,,,,
,,,,,
,,,,,
,,,,,
